#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1959.65    0.147625    0.010866    0.488672    0.010479  -0.7779673   0.0012646    0.069103    0.000000    0.000690    0.000000
   1959.70    0.201404    0.012342    0.464918    0.010475  -0.7986204   0.0013402    0.068768    0.000000    0.000804    0.000000
   1959.75    0.236358    0.011431    0.401115    0.009997  -0.8251988   0.0012599    0.069697    0.000000    0.001498    0.000000
   1959.80    0.247519    0.010700    0.338411    0.009711  -0.8529741   0.0010977    0.070950    0.000000    0.001988    0.000000
   1959.85    0.236695    0.012306    0.285162    0.010442  -0.8880032   0.0012260    0.072717    0.000000    0.002626    0.000000
   1959.90    0.228143    0.010479    0.213222    0.009495  -0.9165329   0.0012164    0.074748    0.000000    0.003859    0.000000
   1959.95    0.175481    0.013029    0.178589    0.011809  -0.9438195   0.0014823    0.075155    0.000000    0.004383    0.000000
   1960.00    0.121612    0.015914    0.124094    0.012733  -0.9717389   0.0014449    0.075392    0.000000    0.004839    0.000000
   1960.05    0.086638    0.013294    0.124946    0.011539  -1.0003012   0.0013935    0.076314    0.000000    0.004667    0.000000
   1960.10    0.014729    0.012660    0.090263    0.011218  -1.0205648   0.0013423    0.074682    0.000000    0.004018    0.000000
   1960.15    0.001503    0.012955    0.098146    0.010713  -1.0432426   0.0013602    0.074932    0.000000    0.003332    0.000000
   1960.20   -0.046068    0.012342    0.117908    0.010458  -1.0781123   0.0012145    0.076397    0.000000    0.002364    0.000000
   1960.25   -0.065222    0.011171    0.118763    0.010090  -1.1070692   0.0012325    0.076076    0.000000    0.001125    0.000000
   1960.30   -0.125912    0.010657    0.160375    0.009891  -1.1297153   0.0011573    0.076560    0.000000    0.000626    0.000000
   1960.35   -0.116253    0.011764    0.214394    0.010711  -1.1650074   0.0012678    0.076924    0.000000    0.000275    0.000000
   1960.40   -0.151521    0.010802    0.224505    0.010538  -1.1878929   0.0012557    0.075258    0.000000    0.000418    0.000000
   1960.45   -0.143957    0.009244    0.265360    0.009408  -1.2051369   0.0011437    0.073323    0.000000    0.000998    0.000000
   1960.50   -0.126145    0.010018    0.317176    0.009809  -1.2175893   0.0011851    0.071301    0.000000    0.001037    0.000000
   1960.55   -0.092040    0.010783    0.339585    0.009681  -1.2287485   0.0013918    0.066726    0.000000    0.000918    0.000000
   1960.60   -0.033507    0.009683    0.348778    0.009985  -1.2293937   0.0014456    0.064506    0.000000    0.001224    0.000000
   1960.65   -0.012909    0.009828    0.368367    0.010153  -1.2446724   0.0012037    0.063209    0.000000    0.001267    0.000000
   1960.70    0.030357    0.011031    0.376584    0.010339  -1.2596245   0.0013129    0.062433    0.000000    0.001311    0.000000
   1960.75    0.053627    0.010360    0.374053    0.009282  -1.2781374   0.0010731    0.063138    0.000000    0.001743    0.000000
   1960.80    0.063098    0.011652    0.351467    0.009733  -1.3010046   0.0011031    0.065313    0.000000    0.002944    0.000000
   1960.85    0.053934    0.012699    0.373066    0.010344  -1.3267794   0.0011628    0.066470    0.000000    0.003428    0.000000
   1960.90    0.066001    0.013257    0.319330    0.010394  -1.3532481   0.0011710    0.067724    0.000000    0.004555    0.000000
   1960.95    0.096002    0.016524    0.293927    0.011764  -1.3820028   0.0014828    0.069390    0.000000    0.004889    0.000000
   1961.00    0.068950    0.015170    0.303710    0.012275  -1.4063551   0.0014472    0.069282    0.000000    0.005269    0.000000
   1961.05    0.091942    0.016385    0.215173    0.013866  -1.4247920   0.0015206    0.069278    0.000000    0.005397    0.000000
   1961.10    0.052613    0.013423    0.229489    0.011867  -1.4475269   0.0012666    0.069835    0.000000    0.004663    0.000000
   1961.15    0.068905    0.009241    0.153268    0.009641  -1.4643895   0.0009823    0.069033    0.000000    0.003533    0.000000
   1961.20    0.033117    0.009509    0.173842    0.010134  -1.4966964   0.0010367    0.069886    0.000000    0.002823    0.000000
   1961.25    0.048091    0.010936    0.167211    0.011001  -1.5291387   0.0012022    0.071090    0.000000    0.002231    0.000000
   1961.30    0.024201    0.011612    0.161195    0.010970  -1.5476799   0.0011953    0.071003    0.000000    0.001253    0.000000
   1961.35   -0.002478    0.010684    0.173289    0.010667  -1.5715863   0.0011622    0.070975    0.000000    0.001207    0.000000
   1961.40    0.003323    0.010444    0.173167    0.010197  -1.5982406   0.0011443    0.069724    0.000000    0.001240    0.000000
   1961.45    0.008865    0.009831    0.174186    0.010389  -1.6143373   0.0011374    0.067504    0.000000    0.001312    0.000000
   1961.50    0.012490    0.011071    0.158160    0.010494  -1.6238424   0.0011519    0.064705    0.000000    0.002190    0.000000
   1961.55    0.030148    0.012493    0.182165    0.010726  -1.6306067   0.0011576    0.062408    0.000000    0.001636    0.000000
   1961.60    0.009260    0.012196    0.210860    0.011071  -1.6405329   0.0012124    0.058992    0.000000    0.001367    0.000000
   1961.65    0.012874    0.011351    0.185018    0.010764  -1.6590378   0.0011987    0.057822    0.000000    0.001896    0.000000
   1961.70   -0.015236    0.010231    0.206722    0.009487  -1.6755271   0.0010134    0.057948    0.000000    0.002255    0.000000
   1961.75   -0.016362    0.010974    0.216495    0.010166  -1.6913390   0.0011488    0.058114    0.000000    0.002067    0.000000
   1961.80   -0.036878    0.011730    0.216631    0.010955  -1.7121962   0.0012976    0.059934    0.000000    0.003327    0.000000
   1961.85   -0.051928    0.012706    0.248997    0.011403  -1.7350128   0.0011378    0.062142    0.000000    0.004787    0.000000
   1961.90   -0.062878    0.012688    0.288385    0.010806  -1.7621765   0.0011700    0.062880    0.000008    0.005050    0.000003
   1961.95   -0.050346    0.011437    0.270674    0.011126  -1.7844675   0.0012450    0.064069    0.000085    0.006218    0.000034
   1962.00   -0.018305    0.026091    0.225765    0.025761  -1.8130266   0.0001085    0.064324    0.002496    0.006033    0.000993
   1962.05   -0.053833    0.030143    0.228199    0.030169  -1.8383605   0.0001000    0.064364    0.002514    0.005960    0.001000
   1962.10   -0.060134    0.030000    0.238637    0.029998  -1.8584739   0.0001000    0.064776    0.002514    0.005411    0.001000
   1962.15   -0.037163    0.029997    0.251852    0.029997  -1.8839862   0.0001000    0.064847    0.002514    0.004540    0.001000
   1962.20    0.002396    0.030001    0.260877    0.030001  -1.9105542   0.0001000    0.065245    0.002514    0.003009    0.001000
   1962.25    0.042475    0.030000    0.250373    0.030000  -1.9389631   0.0001000    0.066391    0.002514    0.002598    0.001000
   1962.30    0.074019    0.030000    0.229117    0.030000  -1.9688775   0.0001000    0.066686    0.002514    0.002651    0.001000
   1962.35    0.091302    0.030000    0.210024    0.030000  -1.9992285   0.0001000    0.066529    0.002514    0.001697    0.001000
   1962.40    0.096735    0.030000    0.181084    0.030000  -2.0287813   0.0001000    0.065966    0.002514    0.002152    0.001000
   1962.45    0.098536    0.030000    0.142017    0.030000  -2.0469021   0.0001000    0.062852    0.002514    0.002527    0.001000
   1962.50    0.098375    0.030000    0.114016    0.030000  -2.0581498   0.0001000    0.060502    0.002514    0.002269    0.001000
   1962.55    0.090453    0.030000    0.097143    0.030000  -2.0708044   0.0001000    0.057491    0.002514    0.002921    0.001000
   1962.60    0.073870    0.030000    0.074435    0.030000  -2.0859530   0.0001000    0.055590    0.002514    0.002420    0.001000
   1962.65    0.048889    0.030000    0.050906    0.030000  -2.0991562   0.0001000    0.053161    0.002514    0.002159    0.001000
   1962.70    0.015078    0.030000    0.042841    0.030000  -2.1197006   0.0001000    0.053719    0.002514    0.002876    0.001000
   1962.75   -0.025028    0.030000    0.050149    0.030000  -2.1429636   0.0001000    0.054988    0.002514    0.003481    0.001000
   1962.80   -0.067874    0.030000    0.067356    0.030000  -2.1696455   0.0001000    0.055959    0.002514    0.003496    0.001000
   1962.85   -0.098504    0.030000    0.096996    0.030000  -2.2022964   0.0001000    0.058220    0.002514    0.005168    0.001000
   1962.90   -0.122396    0.030000    0.133364    0.030000  -2.2319009   0.0001000    0.059525    0.002514    0.006496    0.001000
   1962.95   -0.158748    0.030000    0.174988    0.030000  -2.2636951   0.0001000    0.060222    0.002514    0.006701    0.001000
   1963.00   -0.195431    0.030000    0.218487    0.030000  -2.2905145   0.0001000    0.061231    0.002514    0.007031    0.001000
   1963.05   -0.204118    0.030000    0.259918    0.030000  -2.3097488   0.0001000    0.060684    0.002514    0.006883    0.001000
   1963.10   -0.179994    0.030000    0.293757    0.030000  -2.3269571   0.0001000    0.061392    0.002514    0.006252    0.001000
   1963.15   -0.143193    0.030000    0.320728    0.030000  -2.3495226   0.0001000    0.062585    0.002514    0.005283    0.001000
   1963.20   -0.098939    0.030000    0.344135    0.030000  -2.3766263   0.0001000    0.062500    0.002514    0.004538    0.001000
   1963.25   -0.043198    0.030000    0.358185    0.030000  -2.4084864   0.0001000    0.063312    0.002514    0.003218    0.001000
   1963.30    0.021621    0.030000    0.352366    0.030000  -2.4423076   0.0001000    0.064469    0.002514    0.002783    0.001000
   1963.35    0.089439    0.030000    0.330914    0.030000  -2.4757316   0.0001000    0.063871    0.002514    0.003141    0.001000
   1963.40    0.147116    0.030000    0.303392    0.030000  -2.5050098   0.0001000    0.063525    0.002514    0.002490    0.001000
   1963.45    0.191183    0.030000    0.269113    0.030000  -2.5308784   0.0001000    0.061753    0.002514    0.003154    0.001000
   1963.50    0.220006    0.030000    0.226620    0.030000  -2.5517768   0.0001000    0.057667    0.002514    0.003524    0.001000
   1963.55    0.224031    0.030000    0.180344    0.030000  -2.5664810   0.0001000    0.055177    0.002514    0.003245    0.001000
   1963.60    0.200043    0.030000    0.130365    0.030000  -2.5833673   0.0001000    0.052594    0.002514    0.003441    0.001000
   1963.65    0.153509    0.030000    0.077994    0.030000  -2.6052109   0.0001000    0.051484    0.002514    0.003374    0.001000
   1963.70    0.100624    0.030000    0.029293    0.030000  -2.6309201   0.0001000    0.050448    0.002514    0.003499    0.001000
   1963.75    0.044255    0.030000   -0.007333    0.030000  -2.6621208   0.0001000    0.052434    0.002514    0.004369    0.001000
   1963.80   -0.025371    0.030000   -0.022842    0.030000  -2.6978008   0.0001000    0.053919    0.002514    0.004925    0.001000
   1963.85   -0.096790    0.030000   -0.011890    0.030000  -2.7407682   0.0001000    0.055504    0.002514    0.005851    0.001000
   1963.90   -0.146878    0.030000    0.014651    0.030000  -2.7778014   0.0001000    0.057013    0.002514    0.006819    0.001000
   1963.95   -0.181562    0.030000    0.044185    0.030000  -2.8122321   0.0001000    0.057527    0.002514    0.007828    0.001000
   1964.00   -0.226326    0.030000    0.082554    0.030000  -2.8470484   0.0001000    0.058299    0.002514    0.007885    0.001000
   1964.05   -0.278863    0.030000    0.140171    0.030000  -2.8872131   0.0001000    0.059102    0.002514    0.007559    0.001000
   1964.10   -0.305957    0.030000    0.210891    0.030000  -2.9260053   0.0001000    0.058229    0.002514    0.007300    0.001000
   1964.15   -0.288675    0.030000    0.277567    0.030000  -2.9620835   0.0001000    0.059614    0.002514    0.006294    0.001000
   1964.20   -0.241773    0.030000    0.333998    0.030000  -3.0019550   0.0001000    0.061160    0.002514    0.005503    0.001000
   1964.25   -0.180073    0.030000    0.384846    0.030000  -3.0440129   0.0001000    0.060824    0.002514    0.004737    0.001000
   1964.30   -0.112361    0.030000    0.426302    0.030000  -3.0821964   0.0001000    0.061726    0.002514    0.003869    0.001000
   1964.35   -0.050480    0.030000    0.453333    0.030000  -3.1241635   0.0001000    0.062064    0.002514    0.003391    0.001000
   1964.40    0.006541    0.030000    0.459446    0.030000  -3.1647518   0.0001000    0.060639    0.002514    0.003829    0.001000
   1964.45    0.065289    0.030000    0.445365    0.030000  -3.1996389   0.0001000    0.059297    0.002514    0.003426    0.001000
   1964.50    0.124090    0.030000    0.415219    0.030000  -3.2202137   0.0001000    0.056600    0.002514    0.004012    0.001000
   1964.55    0.178722    0.030000    0.374891    0.030000  -3.2418377   0.0001000    0.052772    0.002514    0.003884    0.001000
   1964.60    0.222360    0.030000    0.319900    0.030000  -3.2651169   0.0001000    0.051041    0.002514    0.003934    0.001000
   1964.65    0.241938    0.030000    0.245833    0.030000  -3.2870743   0.0001000    0.050006    0.002514    0.003998    0.001000
   1964.70    0.232859    0.030000    0.163613    0.030000  -3.3130804   0.0001000    0.049358    0.002514    0.004250    0.001000
   1964.75    0.203752    0.030000    0.092739    0.030000  -3.3510725   0.0001000    0.050707    0.002514    0.005026    0.001000
   1964.80    0.160684    0.030000    0.043771    0.030000  -3.3937870   0.0001000    0.052556    0.002514    0.005926    0.001000
   1964.85    0.105109    0.030000    0.011840    0.030000  -3.4349216   0.0001000    0.054179    0.002514    0.006289    0.001000
   1964.90    0.042777    0.030000   -0.012589    0.030000  -3.4756200   0.0001000    0.056301    0.002514    0.007607    0.001000
   1964.95   -0.017426    0.030000   -0.021176    0.030000  -3.5176160   0.0001000    0.057385    0.002514    0.007685    0.001000
   1965.00   -0.075557    0.030000   -0.006819    0.030000  -3.5566530   0.0001000    0.057464    0.002514    0.008447    0.001000
   1965.05   -0.135133    0.030000    0.026213    0.030000  -3.5895703   0.0001000    0.058051    0.002514    0.007946    0.001000
   1965.10   -0.187238    0.030000    0.068933    0.030000  -3.6292252   0.0001000    0.058739    0.002514    0.007726    0.001000
   1965.15   -0.222283    0.030000    0.114672    0.030000  -3.6691657   0.0001000    0.057863    0.002514    0.006725    0.001000
   1965.20   -0.241418    0.030000    0.170247    0.030000  -3.7147359   0.0001000    0.059772    0.002514    0.005679    0.001000
   1965.25   -0.238206    0.030000    0.230705    0.030000  -3.7645397   0.0001000    0.060785    0.002514    0.005466    0.001000
   1965.30   -0.214942    0.030000    0.286809    0.030000  -3.8133380   0.0001000    0.060432    0.002514    0.004671    0.001000
   1965.35   -0.185427    0.030000    0.335402    0.030000  -3.8551734   0.0001000    0.060992    0.002514    0.003943    0.001000
   1965.40   -0.153101    0.030000    0.374423    0.030000  -3.8956923   0.0001000    0.059757    0.002514    0.003941    0.001000
   1965.45   -0.105004    0.030000    0.406950    0.030000  -3.9347920   0.0001000    0.057675    0.002514    0.004212    0.001000
   1965.50   -0.034650    0.030000    0.430055    0.030000  -3.9659707   0.0001000    0.055240    0.002514    0.003848    0.001000
   1965.55    0.035130    0.030000    0.432471    0.030000  -3.9950155   0.0001000    0.052912    0.002514    0.004473    0.001000
   1965.60    0.079037    0.030000    0.412688    0.030000  -4.0254479   0.0001000    0.049474    0.002514    0.003924    0.001000
   1965.65    0.106346    0.030000    0.368533    0.030000  -4.0572441   0.0001000    0.049297    0.002514    0.004624    0.001000
   1965.70    0.137719    0.030000    0.306068    0.030000  -4.0954149   0.0001000    0.049303    0.002514    0.004805    0.001000
   1965.75    0.170939    0.030000    0.241015    0.030000  -4.1389680   0.0001000    0.049219    0.002514    0.005032    0.001000
   1965.80    0.192058    0.030000    0.183271    0.030000  -4.1845130   0.0001000    0.052385    0.002514    0.006193    0.001000
   1965.85    0.188129    0.030000    0.136048    0.030000  -4.2303793   0.0001000    0.053227    0.002514    0.007303    0.001000
   1965.90    0.158141    0.030000    0.091134    0.030000  -4.2789655   0.0001000    0.055038    0.002514    0.007551    0.001000
   1965.95    0.110088    0.030000    0.048508    0.030000  -4.3210004   0.0001000    0.056955    0.002514    0.008489    0.001000
   1966.00    0.055908    0.030000    0.019071    0.030000  -4.3602731   0.0001000    0.057575    0.002514    0.008594    0.001000
   1966.05    0.007948    0.030000    0.013026    0.030000  -4.4031323   0.0001000    0.057201    0.002514    0.008716    0.001000
   1966.10   -0.036920    0.030000    0.021765    0.030000  -4.4491536   0.0001000    0.058117    0.002514    0.007615    0.001000
   1966.15   -0.082423    0.030000    0.037233    0.030000  -4.4947067   0.0001000    0.058859    0.002514    0.007668    0.001000
   1966.20   -0.117177    0.030000    0.059649    0.030000  -4.5401856   0.0001000    0.058742    0.002514    0.005957    0.001000
   1966.25   -0.141819    0.030000    0.092509    0.030000  -4.5907090   0.0001000    0.060708    0.002514    0.005029    0.001000
   1966.30   -0.161451    0.030000    0.131578    0.030000  -4.6432832   0.0001000    0.060553    0.002514    0.005488    0.001000
   1966.35   -0.164821    0.030000    0.165396    0.030000  -4.6953028   0.0001000    0.060333    0.002514    0.004559    0.001000
   1966.40   -0.150697    0.030000    0.196717    0.030000  -4.7421128   0.0001000    0.060080    0.002514    0.004008    0.001000
   1966.45   -0.130014    0.030000    0.238130    0.030000  -4.7819530   0.0001000    0.057574    0.002514    0.004913    0.001000
   1966.50   -0.108329    0.030000    0.282495    0.030000  -4.8180928   0.0001000    0.055053    0.002514    0.004673    0.001000
   1966.55   -0.082491    0.030000    0.311535    0.030000  -4.8479849   0.0001000    0.052729    0.002514    0.004595    0.001000
   1966.60   -0.052871    0.030000    0.327780    0.030000  -4.8798980   0.0001000    0.050859    0.002514    0.005273    0.001000
   1966.65   -0.021758    0.030000    0.335965    0.030000  -4.9181672   0.0001000    0.048045    0.002514    0.004537    0.001000
   1966.70    0.010512    0.030000    0.331069    0.030000  -4.9609283   0.0001000    0.049406    0.002514    0.005501    0.001000
   1966.75    0.046274    0.030000    0.313186    0.030000  -5.0080145   0.0001000    0.049879    0.002514    0.005760    0.001000
   1966.80    0.079473    0.030000    0.285958    0.030000  -5.0576320   0.0001000    0.050755    0.002514    0.005782    0.001000
   1966.85    0.102957    0.030000    0.250271    0.030000  -5.1091927   0.0001000    0.054416    0.002514    0.006931    0.001000
   1966.90    0.121443    0.030000    0.210120    0.030000  -5.1598253   0.0001000    0.054439    0.002514    0.008494    0.001000
   1966.95    0.124926    0.030000    0.179743    0.030000  -5.2063935   0.0001000    0.055774    0.002514    0.008337    0.001000
   1967.00    0.099884    0.030000    0.165697    0.030000  -5.2490800   0.0001000    0.057331    0.002514    0.008716    0.001000
   1967.05    0.063233    0.030000    0.158006    0.030000  -5.2886284   0.0001000    0.056927    0.002514    0.009035    0.001000
   1967.10    0.037184    0.030000    0.152011    0.030000  -5.3321403   0.0001000    0.056968    0.002514    0.008256    0.001000
   1967.15    0.023843    0.030000    0.147007    0.030000  -5.3796464   0.0001000    0.058367    0.002514    0.006885    0.001000
   1967.20    0.014867    0.030000    0.139698    0.030000  -5.4287880   0.0001000    0.058890    0.002514    0.006829    0.001000
   1967.25    0.005279    0.030000    0.138532    0.030000  -5.4786831   0.0001000    0.059281    0.002514    0.004895    0.001000
   1967.30   -0.005124    0.030000    0.146919    0.030000  -5.5316641   0.0001000    0.060820    0.002514    0.004054    0.001000
   1967.35   -0.009749    0.030000    0.153983    0.030000  -5.5837565   0.0001000    0.059732    0.002514    0.004977    0.001000
   1967.40   -0.005766    0.030000    0.156673    0.030000  -5.6312320   0.0001000    0.058926    0.002514    0.004031    0.001000
   1967.45   -0.002271    0.030000    0.162391    0.030000  -5.6692502   0.0001000    0.057409    0.002514    0.004154    0.001000
   1967.50   -0.004830    0.030000    0.175389    0.030000  -5.7022195   0.0001000    0.053822    0.002514    0.005226    0.001000
   1967.55   -0.008808    0.030000    0.186401    0.030000  -5.7324072   0.0001000    0.051220    0.002514    0.004657    0.001000
   1967.60   -0.011346    0.030000    0.189759    0.030000  -5.7628975   0.0001000    0.049541    0.002514    0.004781    0.001000
   1967.65   -0.015407    0.030000    0.189087    0.030000  -5.7976640   0.0001000    0.047814    0.002514    0.005157    0.001000
   1967.70   -0.024647    0.030000    0.187952    0.030000  -5.8334941   0.0001000    0.047139    0.002514    0.004760    0.001000
   1967.75   -0.031563    0.030000    0.188884    0.030000  -5.8745411   0.0001000    0.049200    0.002514    0.005566    0.001000
   1967.80   -0.032540    0.030000    0.195250    0.030000  -5.9194336   0.0001000    0.050442    0.002514    0.006087    0.001000
   1967.85   -0.030499    0.030001    0.203517    0.030001  -5.9686262   0.0001000    0.051890    0.002514    0.006236    0.001000
   1967.90   -0.028350    0.029963    0.212332    0.029963  -6.0173069   0.0001000    0.055262    0.002514    0.007241    0.001000
   1967.95   -0.028981    0.030388    0.225906    0.030388  -6.0649583   0.0001000    0.054832    0.002514    0.008596    0.001000
   1968.00   -0.026959    0.024420    0.237250    0.024420  -6.1118466   0.0001000    0.055792    0.002514    0.008272    0.001000
   1968.05   -0.018440    0.019723    0.240982    0.019723  -6.1557591   0.0001000    0.056906    0.002514    0.008330    0.001000
   1968.10   -0.008036    0.020019    0.241684    0.020019  -6.2029501   0.0001000    0.055709    0.002514    0.008128    0.001000
   1968.15    0.007676    0.020000    0.239773    0.020000  -6.2521372   0.0001000    0.056886    0.002514    0.006985    0.001000
   1968.20    0.022548    0.020000    0.236394    0.020000  -6.2980357   0.0001000    0.058130    0.002514    0.005768    0.001000
   1968.25    0.031245    0.020000    0.234823    0.020000  -6.3451740   0.0001000    0.058680    0.002514    0.005289    0.001000
   1968.30    0.044705    0.020000    0.231763    0.020000  -6.4004434   0.0001000    0.059193    0.002514    0.003821    0.001000
   1968.35    0.056216    0.020000    0.222374    0.020000  -6.4511691   0.0001000    0.059966    0.002514    0.003450    0.001000
   1968.40    0.058086    0.020000    0.207969    0.020000  -6.4981501   0.0001000    0.058053    0.002514    0.004184    0.001000
   1968.45    0.060139    0.020000    0.191367    0.020000  -6.5426671   0.0001000    0.056181    0.002514    0.003899    0.001000
   1968.50    0.065524    0.020000    0.173410    0.020000  -6.5756318   0.0001000    0.053328    0.002514    0.004446    0.001000
   1968.55    0.064689    0.020000    0.158012    0.020000  -6.6081111   0.0001000    0.049480    0.002514    0.004565    0.001000
   1968.60    0.050989    0.020000    0.147425    0.020000  -6.6455073   0.0001000    0.047975    0.002514    0.004475    0.001000
   1968.65    0.029334    0.020000    0.140401    0.020000  -6.6874873   0.0001000    0.046688    0.002514    0.004644    0.001000
   1968.70    0.007750    0.020000    0.130759    0.020000  -6.7292882   0.0001000    0.045599    0.002514    0.004731    0.001000
   1968.75   -0.012445    0.020000    0.117203    0.020000  -6.7760961   0.0001000    0.047493    0.002514    0.004990    0.001000
   1968.80   -0.041873    0.020000    0.111361    0.020000  -6.8235003   0.0001000    0.049190    0.002514    0.005764    0.001000
   1968.85   -0.085781    0.020000    0.124946    0.020000  -6.8739201   0.0001000    0.050952    0.002514    0.006209    0.001000
   1968.90   -0.124713    0.020000    0.152248    0.020000  -6.9246334   0.0001000    0.052497    0.002514    0.006868    0.001000
   1968.95   -0.136791    0.020000    0.183387    0.020000  -6.9725932   0.0001000    0.055147    0.002514    0.007773    0.001000
   1969.00   -0.130193    0.020000    0.213621    0.020000  -7.0187779   0.0001000    0.054100    0.002514    0.007962    0.001000
   1969.05   -0.117758    0.020000    0.244222    0.020000  -7.0631887   0.0001000    0.054788    0.002514    0.007819    0.001000
   1969.10   -0.106536    0.020000    0.278661    0.020000  -7.1103212   0.0001000    0.055222    0.002514    0.007482    0.001000
   1969.15   -0.096190    0.020000    0.314045    0.020000  -7.1629601   0.0001000    0.054334    0.002514    0.006292    0.001000
   1969.20   -0.075254    0.020000    0.337314    0.020000  -7.2186269   0.0001000    0.056403    0.002514    0.005108    0.001000
   1969.25   -0.038962    0.020000    0.348650    0.020000  -7.2775660   0.0001000    0.057096    0.002514    0.004714    0.001000
   1969.30    0.003889    0.020000    0.355222    0.020000  -7.3358536   0.0001000    0.057465    0.002514    0.003732    0.001000
   1969.35    0.048456    0.020000    0.349971    0.020000  -7.3894597   0.0001000    0.057665    0.002514    0.003196    0.001000
   1969.40    0.089184    0.020000    0.326187    0.020000  -7.4395154   0.0001000    0.057098    0.002514    0.003484    0.001000
   1969.45    0.119162    0.020000    0.294901    0.020000  -7.4872788   0.0001000    0.054203    0.002514    0.003301    0.001000
   1969.50    0.136279    0.020000    0.262703    0.020000  -7.5237620   0.0001000    0.051935    0.002514    0.003812    0.001000
   1969.55    0.141416    0.020000    0.227223    0.020000  -7.5609996   0.0001000    0.048804    0.002514    0.004161    0.001000
   1969.60    0.136062    0.020000    0.187523    0.020000  -7.5968105   0.0001000    0.045652    0.002514    0.003457    0.001000
   1969.65    0.121841    0.020000    0.149416    0.020000  -7.6342662   0.0001000    0.045578    0.002514    0.003993    0.001000
   1969.70    0.096916    0.020000    0.118360    0.020000  -7.6818428   0.0001000    0.044748    0.002514    0.004354    0.001000
   1969.75    0.059910    0.020000    0.092740    0.020000  -7.7335323   0.0001000    0.044566    0.002514    0.004209    0.001000
   1969.80    0.020093    0.020000    0.072017    0.020000  -7.7872272   0.0001000    0.048119    0.002514    0.004743    0.001000
   1969.85   -0.016898    0.020000    0.063396    0.020000  -7.8402809   0.0001000    0.049503    0.002514    0.005881    0.001000
   1969.90   -0.061438    0.020000    0.066213    0.020000  -7.8927001   0.0001000    0.051184    0.002514    0.005911    0.001000
   1969.95   -0.115423    0.020000    0.081559    0.020000  -7.9463821   0.0001000    0.052366    0.002514    0.006921    0.001000
   1970.00   -0.167338    0.020000    0.119356    0.020000  -7.9962277   0.0001000    0.053890    0.002514    0.007519    0.001000
   1970.05   -0.200264    0.020000    0.172092    0.020000  -8.0502875   0.0001000    0.052598    0.002514    0.006622    0.001000
   1970.10   -0.201231    0.020000    0.226531    0.020000  -8.1034701   0.0001000    0.053127    0.002514    0.006220    0.001000
   1970.15   -0.179065    0.020000    0.281443    0.020000  -8.1597062   0.0001000    0.053634    0.002514    0.005613    0.001000
   1970.20   -0.157907    0.020000    0.329860    0.020000  -8.2157554   0.0001000    0.053579    0.002514    0.003832    0.001000
   1970.25   -0.134062    0.020000    0.365296    0.020000  -8.2758241   0.0001000    0.055412    0.002514    0.002815    0.001000
   1970.30   -0.093039    0.020000    0.386804    0.020000  -8.3360525   0.0001000    0.055553    0.002514    0.003306    0.001000
   1970.35   -0.041094    0.020000    0.398747    0.020000  -8.3918138   0.0001000    0.055411    0.002514    0.002144    0.001000
   1970.40    0.015098    0.020000    0.404083    0.020000  -8.4422521   0.0001000    0.054704    0.002514    0.002453    0.001000
   1970.45    0.074819    0.020000    0.396867    0.020000  -8.4880071   0.0001000    0.052714    0.002514    0.002863    0.001000
   1970.50    0.130338    0.020000    0.371122    0.020000  -8.5275277   0.0001000    0.049395    0.002514    0.002292    0.001000
   1970.55    0.172258    0.020000    0.326615    0.020000  -8.5649384   0.0001000    0.047210    0.002514    0.003041    0.001000
   1970.60    0.197528    0.020000    0.272934    0.020000  -8.5982481   0.0001000    0.044518    0.002514    0.003109    0.001000
   1970.65    0.206605    0.020000    0.217784    0.020000  -8.6347645   0.0001000    0.042481    0.002514    0.002435    0.001000
   1970.70    0.201837    0.020000    0.158062    0.020000  -8.6763450   0.0001000    0.043167    0.002514    0.003008    0.001000
   1970.75    0.179872    0.020000    0.097902    0.020000  -8.7235926   0.0001000    0.043701    0.002514    0.003739    0.001000
   1970.80    0.135239    0.020000    0.050411    0.020000  -8.7749677   0.0001000    0.044826    0.002514    0.003669    0.001000
   1970.85    0.074048    0.020000    0.024024    0.020000  -8.8319911   0.0001000    0.048123    0.002514    0.004257    0.001000
   1970.90    0.012435    0.020000    0.007001    0.020000  -8.8877945   0.0001000    0.049459    0.002514    0.005447    0.001000
   1970.95   -0.042783    0.020000   -0.000037    0.020000  -8.9385272   0.0001000    0.050902    0.002514    0.005446    0.001000
   1971.00   -0.093684    0.020000    0.017257    0.020000  -8.9863920   0.0001000    0.051474    0.002514    0.006085    0.001000
   1971.05   -0.143730    0.020000    0.057952    0.020000  -9.0366002   0.0001000    0.051966    0.002514    0.006066    0.001000
   1971.10   -0.191459    0.020000    0.110148    0.020000  -9.0833461   0.0001000    0.051250    0.002514    0.004923    0.001000
   1971.15   -0.227758    0.020000    0.166606    0.020000  -9.1280176   0.0001000    0.051927    0.002514    0.003964    0.001000
   1971.20   -0.239770    0.020000    0.228654    0.020000  -9.1803666   0.0001000    0.052870    0.002514    0.003205    0.001000
   1971.25   -0.226567    0.020000    0.293776    0.020000  -9.2397526   0.0001000    0.053439    0.002514    0.001373    0.001000
