#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1930.50    0.120240    0.019043    0.243350    0.020846   0.0001759   0.0000000    0.164961    0.000000    0.013729    0.000000
   1930.55    0.155002    0.020415    0.223247    0.021115  -0.0002015   0.0000000    0.161338    0.000000    0.013602    0.000000
   1930.60    0.136677    0.017474    0.168300    0.021928   0.0001276   0.0000000    0.159850    0.000000    0.013170    0.000000
   1930.65    0.173348    0.018305    0.146295    0.025333   0.0001605   0.0000000    0.158634    0.000000    0.013860    0.000000
   1930.70    0.147283    0.019982    0.070020    0.026209  -0.0002448   0.0000000    0.158462    0.000000    0.013869    0.000000
   1930.75    0.118881    0.016306    0.063972    0.019506   0.0000713   0.0000000    0.159420    0.000000    0.014409    0.000000
   1930.80    0.057406    0.021267    0.057074    0.018427  -0.0000696   0.0000000    0.161747    0.000000    0.015705    0.000000
   1930.85    0.013133    0.032011    0.060265    0.036285  -0.0001068   0.0000000    0.162841    0.000000    0.015941    0.000000
   1930.90   -0.019949    0.024829    0.082353    0.027645   0.0000637   0.0000000    0.165644    0.000000    0.016475    0.000000
   1930.95   -0.121559    0.027836    0.054924    0.023672   0.0000703   0.0000000    0.167135    0.000000    0.017314    0.000000
   1931.00   -0.257319    0.051643    0.077571    0.026041   0.0001077   0.0000000    0.166501    0.000000    0.017707    0.000000
   1931.05   -0.219032    0.036513    0.114695    0.025812   0.0001552   0.0000000    0.167736    0.000000    0.017150    0.000000
   1931.10   -0.183579    0.032879    0.142261    0.029799  -0.0000936   0.0000000    0.167776    0.000000    0.016893    0.000000
   1931.15   -0.194891    0.033579    0.203075    0.026225  -0.0002303   0.0000000    0.168088    0.000000    0.015676    0.000000
   1931.20   -0.174729    0.024241    0.251156    0.025753   0.0001637   0.0000000    0.168896    0.000000    0.014504    0.000000
   1931.25   -0.163195    0.022956    0.276679    0.022102  -0.0000250   0.0000000    0.170414    0.000000    0.014210    0.000000
   1931.30   -0.148581    0.021088    0.301444    0.017520  -0.0001549   0.0000000    0.170217    0.000000    0.013054    0.000000
   1931.35   -0.083691    0.019213    0.337360    0.024521   0.0001317   0.0000000    0.170570    0.000000    0.012629    0.000000
   1931.40   -0.028232    0.019500    0.350346    0.019926  -0.0000240   0.0000000    0.169883    0.000000    0.013090    0.000000
   1931.45    0.032666    0.021521    0.350933    0.022027  -0.0001769   0.0000000    0.166658    0.000000    0.012868    0.000000
   1931.50    0.100400    0.021814    0.344402    0.023467   0.0000131   0.0000000    0.164994    0.000000    0.013096    0.000000
   1931.55    0.155073    0.016655    0.301268    0.019062   0.0000939   0.0000000    0.161253    0.000000    0.013319    0.000000
   1931.60    0.192023    0.018456    0.256106    0.019391  -0.0001587   0.0000000    0.158489    0.000000    0.012782    0.000000
   1931.65    0.201045    0.017435    0.224082    0.019760   0.0001757   0.0000000    0.158103    0.000000    0.012952    0.000000
   1931.70    0.206917    0.023591    0.153781    0.016589   0.0000143   0.0000000    0.157371    0.000000    0.013406    0.000000
   1931.75    0.165500    0.017632    0.109277    0.018134  -0.0001372   0.0000000    0.158469    0.000000    0.013263    0.000000
   1931.80    0.102277    0.018829    0.030793    0.017390   0.0001560   0.0000000    0.160292    0.000000    0.014352    0.000000
   1931.85   -0.000499    0.033334    0.020202    0.023355  -0.0000498   0.0000000    0.162535    0.000000    0.015591    0.000000
   1931.90   -0.026953    0.024171    0.022539    0.027290  -0.0000751   0.0000000    0.163309    0.000000    0.015758    0.000000
   1931.95   -0.031797    0.022775   -0.033785    0.025040   0.0001106   0.0000000    0.165570    0.000000    0.016616    0.000000
   1932.00   -0.071148    0.025170    0.047614    0.021449   0.0000075   0.0000000    0.165874    0.000000    0.016950    0.000000
   1932.05   -0.141299    0.019903    0.056084    0.022332  -0.0002446   0.0000000    0.165647    0.000000    0.016540    0.000000
   1932.10   -0.123818    0.028901    0.104619    0.024951   0.0001266   0.0000000    0.166700    0.000000    0.016291    0.000000
   1932.15   -0.200004    0.031550    0.142024    0.025577  -0.0000965   0.0000000    0.166224    0.000000    0.015602    0.000000
   1932.20   -0.167515    0.035930    0.182151    0.029517  -0.0000735   0.0000000    0.167637    0.000000    0.013856    0.000000
   1932.25   -0.186679    0.021718    0.224397    0.017991   0.0001946   0.0000000    0.168375    0.000000    0.013093    0.000000
   1932.30   -0.138080    0.023328    0.266084    0.018922  -0.0000610   0.0000000    0.169119    0.000000    0.013262    0.000000
   1932.35   -0.150432    0.026567    0.302165    0.023583  -0.0000096   0.0000000    0.168956    0.000000    0.011747    0.000000
   1932.40   -0.112911    0.022990    0.312159    0.022425   0.0002160   0.0000000    0.168072    0.000000    0.012348    0.000000
   1932.45   -0.048016    0.027416    0.337233    0.029046  -0.0001554   0.0000000    0.165821    0.000000    0.012858    0.000000
   1932.50   -0.022211    0.020333    0.318162    0.019970  -0.0000108   0.0000000    0.162396    0.000000    0.012129    0.000000
   1932.55    0.023479    0.017794    0.321435    0.018381   0.0001792   0.0000000    0.160773    0.000000    0.012917    0.000000
   1932.60    0.101547    0.019982    0.317580    0.018162  -0.0000871   0.0000000    0.157139    0.000000    0.012765    0.000000
   1932.65    0.124945    0.018388    0.294538    0.017650   0.0000674   0.0000000    0.156413    0.000000    0.012451    0.000000
   1932.70    0.113625    0.021641    0.247990    0.016102   0.0001784   0.0000000    0.156950    0.000000    0.012955    0.000000
   1932.75    0.150857    0.022052    0.196802    0.015852   0.0000962   0.0000000    0.156829    0.000000    0.013501    0.000000
   1932.80    0.136612    0.026818    0.193991    0.021423  -0.0002423   0.0000000    0.158981    0.000000    0.013269    0.000000
   1932.85    0.118065    0.027296    0.159077    0.018191   0.0003685   0.0000000    0.160932    0.000000    0.014682    0.000000
   1932.90    0.114773    0.031525    0.158961    0.019563  -0.0003238   0.0000000    0.162823    0.000000    0.015434    0.000000
   1932.95    0.077473    0.036153    0.080016    0.027427   0.0000409   0.0000000    0.163519    0.000000    0.015469    0.000000
   1933.00    0.011203    0.025382    0.079938    0.026631   0.0001992   0.0000000    0.164973    0.000000    0.016258    0.000000
   1933.05   -0.037787    0.032128    0.072940    0.025911  -0.0000481   0.0000000    0.164745    0.000000    0.016162    0.000000
   1933.10   -0.118583    0.024212    0.069846    0.023984  -0.0000219   0.0000000    0.164798    0.000000    0.015209    0.000000
   1933.15   -0.107738    0.026393    0.135414    0.021903   0.0000674   0.0000000    0.165702    0.000000    0.014772    0.000000
   1933.20   -0.126378    0.029178    0.122703    0.032151  -0.0000184   0.0000000    0.165159    0.000000    0.014073    0.000000
   1933.25   -0.162207    0.021839    0.188192    0.019435  -0.0000868   0.0000000    0.167006    0.000000    0.012302    0.000000
   1933.30   -0.168767    0.024248    0.201236    0.017765   0.0001572   0.0000000    0.167201    0.000000    0.011684    0.000000
   1933.35   -0.155233    0.021858    0.219524    0.021387  -0.0001968   0.0000000    0.166964    0.000000    0.012142    0.000000
   1933.40   -0.105662    0.017239    0.258513    0.015812   0.0000150   0.0000000    0.166067    0.000000    0.010838    0.000000
   1933.45   -0.093208    0.016198    0.293541    0.014577   0.0002583   0.0000000    0.163734    0.000000    0.011728    0.000000
   1933.50   -0.055731    0.017699    0.297243    0.017240  -0.0002065   0.0000000    0.160455    0.000000    0.011753    0.000000
   1933.55   -0.023344    0.016764    0.272967    0.018130  -0.0000940   0.0000000    0.157321    0.000000    0.011216    0.000000
   1933.60    0.016742    0.016206    0.279642    0.017770   0.0001438   0.0000000    0.156062    0.000000    0.011743    0.000000
   1933.65    0.086499    0.017055    0.248773    0.017666  -0.0001108   0.0000000    0.153787    0.000000    0.011926    0.000000
   1933.70    0.062725    0.017528    0.234992    0.018242  -0.0000373   0.0000000    0.154339    0.000000    0.012048    0.000000
   1933.75    0.072223    0.016545    0.213308    0.015408  -0.0000215   0.0000000    0.155508    0.000000    0.012480    0.000000
   1933.80    0.075677    0.019161    0.185445    0.015439  -0.0001373   0.0000000    0.156444    0.000000    0.013185    0.000000
   1933.85    0.056883    0.024568    0.173041    0.020817  -0.0000343   0.0000000    0.158954    0.000000    0.013248    0.000000
   1933.90    0.031560    0.025160    0.147299    0.019843   0.0003222   0.0000000    0.160361    0.000000    0.014245    0.000000
   1933.95    0.051701    0.027805    0.119927    0.023827  -0.0001816   0.0000000    0.161631    0.000000    0.014591    0.000000
   1934.00    0.003216    0.030673    0.190150    0.027326   0.0000289   0.0000000    0.162170    0.000000    0.014753    0.000000
   1934.05   -0.018567    0.040301    0.174356    0.022421   0.0003393   0.0000000    0.162767    0.000000    0.014822    0.000000
   1934.10   -0.056931    0.030615    0.107858    0.028150  -0.0002317   0.0000000    0.162695    0.000000    0.014349    0.000000
   1934.15   -0.116877    0.025215    0.110036    0.023965  -0.0000156   0.0000000    0.162880    0.000000    0.013144    0.000000
   1934.20   -0.147097    0.026693    0.138702    0.022010   0.0001792   0.0000000    0.164008    0.000000    0.012589    0.000000
   1934.25   -0.139683    0.023360    0.135304    0.021875  -0.0000007   0.0000000    0.164131    0.000000    0.011830    0.000000
   1934.30   -0.159879    0.021423    0.169385    0.020157   0.0000016   0.0000000    0.165383    0.000000    0.010716    0.000000
   1934.35   -0.129876    0.018439    0.183193    0.015113  -0.0000111   0.0000000    0.165044    0.000000    0.010110    0.000000
   1934.40   -0.099565    0.023244    0.245810    0.024323  -0.0001928   0.0000000    0.163784    0.000000    0.010505    0.000000
   1934.45   -0.093483    0.019156    0.251822    0.016039  -0.0000908   0.0000000    0.162294    0.000000    0.010113    0.000000
   1934.50   -0.040776    0.018223    0.247271    0.016857   0.0003659   0.0000000    0.159076    0.000000    0.010625    0.000000
   1934.55   -0.018004    0.018557    0.266562    0.016928  -0.0001330   0.0000000    0.155693    0.000000    0.010361    0.000000
   1934.60    0.018329    0.019192    0.272821    0.017762   0.0000625   0.0000000    0.153491    0.000000    0.010472    0.000000
   1934.65    0.063032    0.015768    0.229985    0.013786   0.0002359   0.0000000    0.152270    0.000000    0.010630    0.000000
   1934.70    0.071593    0.017611    0.260776    0.019878  -0.0001477   0.0000000    0.151868    0.000000    0.011139    0.000000
   1934.75    0.051780    0.017126    0.249475    0.014671   0.0000558   0.0000000    0.153073    0.000000    0.011435    0.000000
   1934.80    0.047750    0.017663    0.225976    0.013577   0.0001772   0.0000000    0.154681    0.000000    0.011912    0.000000
   1934.85    0.025147    0.028707    0.186349    0.014913  -0.0000224   0.0000000    0.156377    0.000000    0.012645    0.000000
   1934.90    0.019531    0.023188    0.186260    0.024530  -0.0000854   0.0000000    0.158932    0.000000    0.013351    0.000000
   1934.95   -0.037077    0.037220    0.206506    0.026248   0.0002251   0.0000000    0.159333    0.000000    0.013653    0.000000
   1935.00    0.040639    0.032080    0.196564    0.029925  -0.0002091   0.0000000    0.159934    0.000000    0.013750    0.000000
   1935.05   -0.071087    0.034889    0.134802    0.036692   0.0001553   0.0000000    0.160456    0.000000    0.013848    0.000000
   1935.10    0.008401    0.034174    0.143895    0.021538   0.0001728   0.0000000    0.160397    0.000000    0.013551    0.000000
   1935.15   -0.023337    0.028377    0.164838    0.021624  -0.0002660   0.0000000    0.160775    0.000000    0.012126    0.000000
   1935.20   -0.044542    0.029101    0.178468    0.026862   0.0000538   0.0000000    0.160804    0.000000    0.011019    0.000000
   1935.25   -0.038653    0.017290    0.188610    0.020059   0.0000794   0.0000000    0.162032    0.000000    0.010599    0.000000
   1935.30   -0.028750    0.018782    0.191199    0.017964  -0.0003015   0.0000000    0.162441    0.000000    0.009424    0.000000
   1935.35   -0.021421    0.024284    0.219264    0.018572  -0.0000255   0.0000000    0.162866    0.000000    0.009293    0.000000
   1935.40   -0.008795    0.018780    0.193508    0.014595   0.0000060   0.0000000    0.161792    0.000000    0.008942    0.000000
   1935.45   -0.017709    0.018066    0.214307    0.019935  -0.0001637   0.0000000    0.159077    0.000000    0.009299    0.000000
   1935.50   -0.005094    0.016225    0.199122    0.015853   0.0000457   0.0000000    0.157350    0.000000    0.009604    0.000000
   1935.55   -0.009362    0.018002    0.181153    0.017407   0.0001484   0.0000000    0.153160    0.000000    0.009796    0.000000
   1935.60    0.022631    0.017771    0.171991    0.017802  -0.0001563   0.0000000    0.150722    0.000000    0.009318    0.000000
   1935.65   -0.015087    0.018568    0.167166    0.019106   0.0001786   0.0000000    0.149582    0.000000    0.009701    0.000000
   1935.70    0.006789    0.019914    0.181349    0.018070   0.0001386   0.0000000    0.148824    0.000000    0.009709    0.000000
   1935.75   -0.039488    0.028774    0.150103    0.015980  -0.0003214   0.0000000    0.150151    0.000000    0.010197    0.000000
   1935.80   -0.028687    0.027606    0.158565    0.017459   0.0001250   0.0000000    0.151805    0.000000    0.010731    0.000000
   1935.85   -0.059186    0.026699    0.154869    0.020735  -0.0000300   0.0000000    0.153495    0.000000    0.011515    0.000000
   1935.90   -0.061920    0.029260    0.161212    0.018054  -0.0000783   0.0000000    0.155168    0.000000    0.012127    0.000000
   1935.95   -0.072381    0.043439    0.169961    0.024317   0.0000767   0.0000000    0.157750    0.000000    0.012983    0.000000
   1936.00   -0.013039    0.036128    0.191821    0.024308   0.0001385   0.0000000    0.157392    0.000000    0.013077    0.000000
   1936.05   -0.061958    0.042940    0.242543    0.024772  -0.0000194   0.0000000    0.157695    0.000000    0.012720    0.000000
   1936.10   -0.051860    0.042950    0.243023    0.024515   0.0000900   0.0000000    0.158040    0.000000    0.012391    0.000000
   1936.15   -0.103339    0.029826    0.261190    0.018907  -0.0001051   0.0000000    0.157790    0.000000    0.012030    0.000000
   1936.20   -0.105867    0.029292    0.252398    0.021430  -0.0000821   0.0000000    0.158592    0.000000    0.009507    0.000000
   1936.25   -0.047135    0.024451    0.268521    0.023030   0.0002905   0.0000000    0.158607    0.000000    0.008737    0.000000
   1936.30   -0.047534    0.032513    0.273926    0.021227  -0.0001060   0.0000000    0.159864    0.000000    0.008443    0.000000
   1936.35   -0.009550    0.019668    0.278184    0.016522  -0.0001425   0.0000000    0.159735    0.000000    0.007257    0.000000
   1936.40   -0.000296    0.019273    0.247645    0.014979   0.0001224   0.0000000    0.159480    0.000000    0.007828    0.000000
   1936.45    0.042801    0.026298    0.240245    0.016375  -0.0000570   0.0000000    0.156941    0.000000    0.008070    0.000000
   1936.50    0.075079    0.023143    0.240540    0.020260   0.0000207   0.0000000    0.153188    0.000000    0.008254    0.000000
   1936.55    0.055844    0.017656    0.215137    0.018496   0.0001091   0.0000000    0.151466    0.000000    0.008584    0.000000
   1936.60    0.050305    0.018457    0.165373    0.020607  -0.0000408   0.0000000    0.147257    0.000000    0.008679    0.000000
   1936.65    0.044004    0.017563    0.142493    0.017250  -0.0001345   0.0000000    0.146694    0.000000    0.008135    0.000000
   1936.70    0.030742    0.017040    0.108679    0.017114   0.0001543   0.0000000    0.146489    0.000000    0.008625    0.000000
   1936.75   -0.000368    0.019563    0.076975    0.016538  -0.0000418   0.0000000    0.146748    0.000000    0.008717    0.000000
   1936.80   -0.016786    0.024081    0.086855    0.017774  -0.0002333   0.0000000    0.148864    0.000000    0.009196    0.000000
   1936.85   -0.029846    0.025931    0.082269    0.024611   0.0002497   0.0000000    0.150824    0.000000    0.009853    0.000000
   1936.90   -0.109692    0.035769    0.102683    0.024672  -0.0001890   0.0000000    0.151973    0.000000    0.011039    0.000000
   1936.95   -0.132320    0.042457    0.163501    0.030052  -0.0001037   0.0000000    0.153350    0.000000    0.011242    0.000000
   1937.00   -0.084201    0.029049    0.161698    0.026306   0.0002687   0.0000000    0.155346    0.000000    0.011816    0.000000
   1937.05   -0.114859    0.046375    0.212989    0.046017  -0.0000596   0.0000000    0.154440    0.000000    0.011990    0.000000
   1937.10   -0.118666    0.037882    0.213387    0.022219   0.0000491   0.0000000    0.154391    0.000000    0.010702    0.000000
   1937.15   -0.160580    0.027737    0.247897    0.018496   0.0001852   0.0000000    0.154737    0.000000    0.010080    0.000000
   1937.20   -0.117256    0.025918    0.255315    0.021835   0.0000915   0.0000000    0.155159    0.000000    0.009463    0.000000
   1937.25   -0.066038    0.025364    0.287642    0.022280  -0.0001563   0.0000000    0.155965    0.000000    0.006926    0.000000
   1937.30   -0.050486    0.020118    0.291537    0.020377   0.0002189   0.0000000    0.156481    0.000000    0.006631    0.000000
   1937.35    0.000481    0.019863    0.297939    0.019193  -0.0001575   0.0000000    0.156538    0.000000    0.006581    0.000000
   1937.40    0.005262    0.018216    0.304811    0.019154  -0.0000393   0.0000000    0.155416    0.000000    0.005893    0.000000
   1937.45    0.062188    0.018397    0.318216    0.021209   0.0002184   0.0000000    0.154306    0.000000    0.006685    0.000000
   1937.50    0.093818    0.017448    0.317079    0.022329  -0.0001659   0.0000000    0.150556    0.000000    0.007163    0.000000
   1937.55    0.103469    0.017424    0.256456    0.018914   0.0000244   0.0000000    0.147170    0.000000    0.006975    0.000000
   1937.60    0.111832    0.015322    0.193096    0.014938   0.0001359   0.0000000    0.145551    0.000000    0.007313    0.000000
   1937.65    0.106595    0.018301    0.153911    0.021343  -0.0001062   0.0000000    0.142685    0.000000    0.007427    0.000000
   1937.70    0.070901    0.020411    0.116430    0.015384  -0.0000957   0.0000000    0.143508    0.000000    0.007102    0.000000
   1937.75    0.030778    0.025157    0.089088    0.022111   0.0002304   0.0000000    0.144016    0.000000    0.007674    0.000000
   1937.80    0.046519    0.021881    0.089492    0.018186  -0.0001048   0.0000000    0.145239    0.000000    0.008081    0.000000
   1937.85    0.008638    0.026100    0.044151    0.019452  -0.0000711   0.0000000    0.147662    0.000000    0.008686    0.000000
   1937.90   -0.006420    0.026108    0.071387    0.022112   0.0003123   0.0000000    0.149482    0.000000    0.009346    0.000000
   1937.95   -0.100476    0.035021    0.100506    0.028372  -0.0002024   0.0000000    0.149667    0.000000    0.010550    0.000000
   1938.00   -0.152400    0.034696    0.068984    0.025887  -0.0001321   0.0000000    0.150528    0.000000    0.010253    0.000000
   1938.05   -0.202536    0.034090    0.094167    0.038925   0.0001892   0.0000000    0.151252    0.000000    0.010493    0.000000
   1938.10   -0.146676    0.022118    0.185132    0.020543  -0.0001617   0.0000000    0.150704    0.000000    0.010092    0.000000
   1938.15   -0.151334    0.021993    0.207233    0.022028  -0.0000165   0.0000000    0.150055    0.000000    0.008315    0.000000
   1938.20   -0.157102    0.024524    0.240672    0.025667   0.0000927   0.0000000    0.151181    0.000000    0.007800    0.000000
   1938.25   -0.104634    0.023367    0.293938    0.022708  -0.0000869   0.0000000    0.151857    0.000000    0.006903    0.000000
   1938.30   -0.062328    0.022086    0.335960    0.021528  -0.0000784   0.0000000    0.152108    0.000000    0.005546    0.000000
   1938.35   -0.062662    0.026384    0.356993    0.022972   0.0001779   0.0000000    0.152568    0.000000    0.005533    0.000000
   1938.40   -0.049059    0.023730    0.317507    0.021079  -0.0002298   0.0000000    0.150644    0.000000    0.005683    0.000000
   1938.45   -0.044781    0.027620    0.336296    0.021313  -0.0000162   0.0000000    0.148940    0.000000    0.005575    0.000000
   1938.50    0.107589    0.025244    0.349528    0.020618   0.0002154   0.0000000    0.146431    0.000000    0.006327    0.000000
   1938.55    0.181278    0.024418    0.341541    0.025185  -0.0002742   0.0000000    0.143021    0.000000    0.006226    0.000000
   1938.60    0.215562    0.022351    0.319510    0.020719   0.0000919   0.0000000    0.140361    0.000000    0.006085    0.000000
   1938.65    0.183705    0.025940    0.171144    0.016183   0.0001212   0.0000000    0.138829    0.000000    0.006385    0.000000
   1938.70    0.169051    0.026319    0.201652    0.025656  -0.0001780   0.0000000    0.137832    0.000000    0.006449    0.000000
   1938.75    0.179851    0.025309    0.127270    0.019009   0.0000404   0.0000000    0.139618    0.000000    0.006576    0.000000
   1938.80    0.089840    0.028717    0.080132    0.017091   0.0001539   0.0000000    0.140731    0.000000    0.007388    0.000000
   1938.85    0.049323    0.024794    0.074231    0.019933  -0.0000692   0.0000000    0.142542    0.000000    0.008217    0.000000
   1938.90   -0.011323    0.031872    0.080786    0.023794  -0.0000965   0.0000000    0.144821    0.000000    0.008931    0.000000
   1938.95   -0.053053    0.042422    0.071348    0.026889   0.0002629   0.0000000    0.145582    0.000000    0.009419    0.000000
   1939.00   -0.103825    0.042066    0.084419    0.023259  -0.0001953   0.0000000    0.145457    0.000000    0.009654    0.000000
   1939.05   -0.078197    0.033089    0.127701    0.026628   0.0000207   0.0000000    0.145715    0.000000    0.009269    0.000000
   1939.10   -0.137447    0.031434    0.164404    0.023202   0.0002148   0.0000000    0.145900    0.000000    0.009067    0.000000
   1939.15   -0.099346    0.026989    0.195910    0.022075  -0.0002357   0.0000000    0.146276    0.000000    0.007671    0.000000
   1939.20   -0.106491    0.024761    0.248940    0.018679   0.0001564   0.0000000    0.145421    0.000000    0.006362    0.000000
   1939.25   -0.135046    0.024207    0.282801    0.017768   0.0002184   0.0000000    0.147356    0.000000    0.006056    0.000000
   1939.30   -0.087271    0.025057    0.285847    0.019329  -0.0001445   0.0000000    0.147347    0.000000    0.004978    0.000000
   1939.35   -0.049724    0.028770    0.323272    0.017555   0.0001267   0.0000000    0.147474    0.000000    0.004781    0.000000
   1939.40   -0.005260    0.029693    0.327508    0.018367   0.0000441   0.0000000    0.146873    0.000000    0.005055    0.000000
   1939.45    0.029621    0.022211    0.331645    0.016919  -0.0001620   0.0000000    0.143626    0.000000    0.005179    0.000000
   1939.50    0.082246    0.023729    0.331493    0.020994  -0.0000013   0.0000000    0.141486    0.000000    0.005472    0.000000
   1939.55    0.099412    0.021023    0.333376    0.021501   0.0001996   0.0000000    0.137767    0.000000    0.006083    0.000000
   1939.60    0.164282    0.017743    0.319879    0.016297  -0.0003771   0.0000000    0.135372    0.000000    0.005136    0.000000
   1939.65    0.205929    0.026302    0.284658    0.019252   0.0001450   0.0000000    0.133784    0.000000    0.005461    0.000000
   1939.70    0.175630    0.032111    0.299618    0.018135   0.0001345   0.0000000    0.132904    0.000000    0.005726    0.000000
   1939.75    0.199362    0.030146    0.256374    0.022580  -0.0001809   0.0000000    0.133479    0.000000    0.005972    0.000000
   1939.80    0.143383    0.026122    0.187950    0.017635   0.0001765   0.0000000    0.136017    0.000000    0.006372    0.000000
   1939.85    0.123981    0.024974    0.154846    0.017920   0.0000309   0.0000000    0.137025    0.000000    0.007934    0.000000
   1939.90    0.100255    0.026591    0.172117    0.019344  -0.0001012   0.0000000    0.138509    0.000000    0.008704    0.000000
   1939.95    0.083050    0.034509    0.137704    0.021446   0.0001018   0.0000000    0.139795    0.000000    0.009287    0.000000
   1940.00    0.055448    0.033453    0.075936    0.027356   0.0000955   0.0000000    0.139777    0.000000    0.009623    0.000000
   1940.05   -0.053113    0.037842    0.112791    0.024460  -0.0001346   0.0000000    0.139457    0.000000    0.008754    0.000000
   1940.10   -0.055265    0.022802    0.135234    0.020893   0.0002232   0.0000000    0.139418    0.000000    0.008527    0.000000
   1940.15   -0.095853    0.024450    0.138409    0.024718   0.0001159   0.0000000    0.140115    0.000000    0.007873    0.000000
   1940.20   -0.124784    0.023285    0.183143    0.018978  -0.0003112   0.0000000    0.140443    0.000000    0.005982    0.000000
   1940.25   -0.147323    0.035394    0.212469    0.025167   0.0001642   0.0000000    0.140211    0.000000    0.005246    0.000000
   1940.30   -0.161236    0.025947    0.172658    0.020875  -0.0000312   0.0000000    0.141826    0.000000    0.005317    0.000000
   1940.35   -0.109469    0.027069    0.250946    0.019657  -0.0000915   0.0000000    0.140762    0.000000    0.004437    0.000000
   1940.40   -0.040889    0.025335    0.344648    0.020118   0.0001546   0.0000000    0.140432    0.000000    0.004722    0.000000
   1940.45    0.006814    0.025151    0.335468    0.019406  -0.0000845   0.0000000    0.138596    0.000000    0.005487    0.000000
   1940.50    0.058993    0.026336    0.376398    0.019659  -0.0001183   0.0000000    0.134394    0.000000    0.005370    0.000000
   1940.55    0.074220    0.027952    0.364672    0.019024   0.0000817   0.0000000    0.132370    0.000000    0.005541    0.000000
   1940.60    0.151091    0.026068    0.341020    0.019573   0.0001019   0.0000000    0.129031    0.000000    0.005986    0.000000
   1940.65    0.164130    0.024318    0.308531    0.019844  -0.0001191   0.0000000    0.127735    0.000000    0.004963    0.000000
   1940.70    0.148652    0.031615    0.286438    0.015794   0.0002398   0.0000000    0.127597    0.000000    0.005481    0.000000
   1940.75    0.157175    0.021060    0.221764    0.015476   0.0000244   0.0000000    0.128062    0.000000    0.006142    0.000000
   1940.80    0.131820    0.031725    0.206459    0.019410  -0.0002330   0.0000000    0.129465    0.000000    0.006597    0.000000
   1940.85    0.113461    0.029682    0.160196    0.019645   0.0002128   0.0000000    0.131843    0.000000    0.006884    0.000000
   1940.90    0.052958    0.047810    0.108704    0.023254  -0.0001410   0.0000000    0.133040    0.000000    0.008948    0.000000
   1940.95    0.042143    0.037490    0.147740    0.022263  -0.0000106   0.0000000    0.133741    0.000000    0.009272    0.000000
   1941.00    0.127498    0.038258    0.174141    0.029901   0.0001479   0.0000000    0.134095    0.000000    0.009565    0.000000
   1941.05    0.082438    0.043171    0.149279    0.035677  -0.0000393   0.0000000    0.134330    0.000000    0.009612    0.000000
   1941.10    0.048826    0.030995    0.181163    0.016295  -0.0000474   0.0000000    0.133317    0.000000    0.008389    0.000000
   1941.15   -0.000974    0.034133    0.174269    0.018465   0.0001548   0.0000000    0.133749    0.000000    0.007784    0.000000
   1941.20   -0.007383    0.033172    0.189446    0.020644   0.0001262   0.0000000    0.135023    0.000000    0.006942    0.000000
   1941.25   -0.074563    0.030587    0.177052    0.020294  -0.0002311   0.0000000    0.134768    0.000000    0.005347    0.000000
   1941.30   -0.104861    0.030542    0.213393    0.018939   0.0002630   0.0000000    0.134648    0.000000    0.004867    0.000000
   1941.35   -0.070856    0.029398    0.269170    0.019772  -0.0001130   0.0000000    0.135403    0.000000    0.005173    0.000000
   1941.40   -0.041682    0.026941    0.231850    0.018700  -0.0000360   0.0000000    0.133395    0.000000    0.004724    0.000000
   1941.45   -0.052398    0.032131    0.267237    0.016830   0.0002524   0.0000000    0.131908    0.000000    0.005033    0.000000
   1941.50   -0.058408    0.037180    0.274397    0.021895  -0.0001840   0.0000000    0.129600    0.000000    0.005853    0.000000
   1941.55    0.001861    0.027774    0.318788    0.018332  -0.0000079   0.0000000    0.124960    0.000000    0.005619    0.000000
   1941.60    0.015285    0.022916    0.306824    0.017208   0.0001385   0.0000000    0.123540    0.000000    0.005597    0.000000
   1941.65    0.045644    0.023031    0.311719    0.017709  -0.0000394   0.0000000    0.121340    0.000000    0.005966    0.000000
   1941.70    0.056871    0.021920    0.257198    0.015047  -0.0001206   0.0000000    0.121271    0.000000    0.005563    0.000000
   1941.75    0.062672    0.026169    0.266620    0.021498   0.0001955   0.0000000    0.121830    0.000000    0.005970    0.000000
   1941.80    0.084734    0.027530    0.277603    0.021356  -0.0001063   0.0000000    0.123909    0.000000    0.007214    0.000000
   1941.85    0.066986    0.030894    0.235695    0.024634  -0.0001075   0.0000000    0.125319    0.000000    0.007598    0.000000
   1941.90    0.056598    0.026197    0.222134    0.029268   0.0002871   0.0000000    0.126642    0.000000    0.008200    0.000000
   1941.95    0.069635    0.036831    0.261138    0.025136  -0.0002604   0.0000000    0.127773    0.000000    0.009616    0.000000
   1942.00    0.060075    0.045995    0.253350    0.027115   0.0000251   0.0000000    0.127557    0.000000    0.009730    0.000000
   1942.05    0.036180    0.043271    0.240964    0.030697   0.0002741   0.0000000    0.127495    0.000000    0.009637    0.000000
   1942.10   -0.000461    0.059591    0.216938    0.031728  -0.0001553   0.0000000    0.128041    0.000000    0.009153    0.000000
   1942.15   -0.017585    0.045583    0.245338    0.024184   0.0000533   0.0000000    0.127388    0.000000    0.007970    0.000000
   1942.20    0.020019    0.033964    0.185082    0.029978   0.0002112   0.0000000    0.128746    0.000000    0.007197    0.000000
